OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
351483,232830622,10/10/2023 3:57:12 PM,10/6/2023 9:00:00 PM,10/7/2023 10:00:00 AM,Friday,6,1,113,1315 NORTHWEST DR NW,Residence/ Home / Apartment / Condo,23D,Theft From Building,PROPERTY,N,,,Evening Watch,-84.478369,33.792336,Monroe Heights,G,9,Part I,,d09f986b-e4ef-40f1-9d5a-5214c963c420,-84.478369,33.792336
351489,232830850,10/10/2023 4:21:06 PM,10/9/2023 9:30:00 PM,10/10/2023 3:30:00 PM,Monday,2,6,602,44 KROG ST NE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.364275,33.754708,Inman Park,N,2,Part I,1,20355616-60f5-415c-a962-ff4f38d125f6,-84.364275,33.7547080000001
351498,232830815,10/10/2023 4:26:18 PM,10/10/2023 2:00:00 AM,10/10/2023 3:30:00 PM,Monday,2,4,405,100 PEYTON PL SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.476106,33.751902,Harland Terrace,I,10,Part I,1,f602a6da-a9ae-40aa-963e-94589ba082a7,-84.476106,33.751902
351494,232838039,10/10/2023 4:33:27 PM,10/10/2023 3:49:00 PM,,Tuesday,3,7,701,990 TOFFIE TER,Air/ Bus/ Train Terminal,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.431498,33.656722,,,,Part II,,85e0206b-27e5-4ca3-8430-4434ef817336,-84.431498,33.6567220000001
351519,232830794,10/10/2023 4:45:07 PM,10/10/2023 3:00:00 PM,10/10/2023 5:00:00 PM,Tuesday,3,3,307,175 LAKEWOOD WAY SW,Other/Unknown,120,Robbery,PROPERTY,Y,,,Day Watch,-84.396081,33.704093,Lakewood Heights,Y,12,Part I,1,c54fcca8-695c-4a3d-a347-3360a1778b4e,-84.396081,33.7040930000001
351516,232830637,10/10/2023 4:45:16 PM,10/10/2023 5:08:00 AM,10/10/2023 5:56:00 AM,Tuesday,3,1,109,2176 DONALD LEE HOLLOWELL PKWY NW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.457234,33.776415,Grove Park,J,9,Part I,2,92ed84c8-d1bc-4171-a7e6-0f6401585fad,-84.457234,33.776415
351596,232830637,10/10/2023 4:45:16 PM,10/10/2023 5:08:00 AM,10/10/2023 5:56:00 AM,Tuesday,3,1,109,2176 DONALD LEE HOLLOWELL PKWY NW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.457234,33.776415,Grove Park,J,9,Part II,2,9da27ec3-c579-4c31-bc4e-4eeec49fe8f4,-84.457234,33.776415
351504,232830951,10/10/2023 4:49:28 PM,9/13/2023 1:00:00 PM,9/13/2023 9:00:00 PM,Wednesday,4,6,606,965 MEMORIAL DR SE,Bank - Savings and Loan,26E,Wire Fraud,PROPERTY,N,,,Day Watch,-84.356027,33.746438,Reynoldstown,N,5,Part II,,4b22c09e-2611-46a7-b15d-01367de65d12,-84.356027,33.7464380000001
351484,232830919,10/10/2023 5:04:15 PM,10/10/2023 4:00:00 AM,10/10/2023 4:00:00 AM,Tuesday,3,2,204,1750 COMMERCE DR NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.411849,33.803246,Berkeley Park,D,9,Part II,,9eaa3c69-ca02-4c3c-a862-efd74d78e927,-84.411849,33.8032460000001
351490,232830760,10/10/2023 5:08:34 PM,10/9/2023 3:00:00 PM,10/10/2023 2:45:00 PM,Monday,2,4,407,865 SOCIETY CIR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.500211,33.747296,Mays,H,10,Part I,1,4472695a-06b7-4de5-907d-0bcd2e061eb0,-84.500211,33.7472960000001
351513,232830858,10/10/2023 5:11:22 PM,10/10/2023 3:40:00 PM,10/10/2023 4:00:00 PM,Tuesday,3,5,501,375 18TH ST NW,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.399207,33.793027,Atlantic Station,E,3,Part I,,bff43c0c-a87c-4af9-aae2-42884e835a73,-84.399207,33.7930270000001
351495,232791029,10/10/2023 5:11:45 PM,10/6/2023 6:34:00 PM,10/6/2023 8:00:00 PM,Friday,6,1,107,1846 NORTH AVE NW,Residence/ Home / Apartment / Condo,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.447374,33.768238,Grove Park,J,3,Part II,,8aab6837-570f-4bf0-b6b7-fe1658585348,-84.447374,33.7682380000001
351509,232830917,10/10/2023 5:17:01 PM,9/25/2023 11:00:00 PM,10/10/2023 4:27:00 PM,Monday,2,4,410,1881 HONEYSUCKLE LN SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.453055,33.707836,Campbellton Road,R,11,Part I,1,04037c10-8cd1-4c50-ad3b-a1b5533fd256,-84.4530549999999,33.707836
351480,232830955,10/10/2023 5:18:52 PM,10/10/2023 4:30:00 PM,10/10/2023 4:50:00 PM,Tuesday,3,6,602,1142 EUCLID AVE NE,Commercial/ Office Building,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.350177,33.764794,Inman Park,N,2,Part I,,42865cb6-1195-46c7-a12a-f3216b61e928,-84.350177,33.7647940000001
351512,232838023,10/10/2023 5:20:28 PM,10/10/2023 1:08:00 PM,,Tuesday,3,7,702,1650 SULLIVAN RD,Air/ Bus/ Train Terminal,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.446558,33.629032,,,,Part II,,7738b6db-ce7a-43b7-95af-e3e9745b0d11,-84.446558,33.6290320000001
351514,232838043,10/10/2023 5:23:09 PM,10/10/2023 3:45:00 PM,10/10/2023 4:15:00 PM,Tuesday,3,7,706,6000 N TERMINAL PKWY,Air/ Bus/ Train Terminal,23D,Theft From Building,PROPERTY,N,,,Day Watch,-84.444368,33.640311,,,,Part I,1,084bdbf5-c04c-447e-b50a-c237126df762,-84.4443679999999,33.6403110000001
351515,232838043,10/10/2023 5:23:09 PM,,,Tuesday,3,7,706,6000 N TERMINAL PKWY,Air/ Bus/ Train Terminal,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.444368,33.640311,,,,Part I,,2118a8e0-688e-4baa-89d5-e132224a1784,-84.4443679999999,33.6403110000001
351510,232830978,10/10/2023 5:46:33 PM,10/10/2023 4:00:00 AM,10/10/2023 4:00:00 AM,Tuesday,3,3,304,925 HANK AARON DR SW,Government/ Public Building,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.388394,33.729359,Peoplestown,V,1,Part I,,e6d7b241-5816-436b-9f42-d97ca6b16702,-84.3883939999999,33.729359
351511,232830929,10/10/2023 6:15:11 PM,10/9/2023 2:30:00 PM,10/10/2023 4:20:00 PM,Monday,2,6,605,860 GLENWOOD AVE SE,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.359738,33.740366,Grant Park,W,1,Part II,1,ae2f5a41-0a4f-4c65-bc37-6d050d585631,-84.3597379999999,33.7403660000001
351517,232831004,10/10/2023 6:36:06 PM,9/28/2023 1:30:00 PM,10/10/2023 6:48:00 PM,Thursday,5,1,104,1010 PALMETTO AVE SW,Residence/ Home / Apartment / Condo,23D,Theft From Building,PROPERTY,N,,,Day Watch,-84.420862,33.751644,Ashview Heights,T,4,Part I,1,8548eec9-488b-48bc-b1ed-8d05221facaa,-84.4208619999999,33.7516440000001
351518,232831104,10/10/2023 6:41:05 PM,10/10/2023 6:07:00 PM,10/10/2023 6:22:00 PM,Tuesday,3,6,607,1100 MORELAND PL SE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.351397,33.738564,Ormewood Park,W,1,Part II,,caf68f21-e8c4-48e7-a8e2-f011f56b4632,-84.351397,33.7385640000001
351520,232831206,10/10/2023 7:29:24 PM,10/10/2023 7:05:00 PM,10/10/2023 7:27:00 PM,Tuesday,3,5,504,TED TURNER DR NW / IVAN ALLEN JR BLVD NW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.388966,33.764673,Downtown,M,2,Part II,,7f65a567-b76a-4020-b9ae-ed2cfcc2051e,-84.388966,33.7646730000001
351536,232831118,10/10/2023 7:32:04 PM,10/10/2023 12:04:00 AM,10/10/2023 6:04:00 PM,Monday,2,6,605,860 GLENWOOD AVE SE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.359738,33.740366,Grant Park,W,1,Part II,1,5913cf6e-c0e2-4450-ac2b-1d5ac79274e1,-84.3597379999999,33.7403660000001
351524,232831208,10/10/2023 7:34:33 PM,10/10/2023 7:08:00 PM,10/10/2023 7:31:00 PM,Tuesday,3,6,605,495 GLENWOOD AVE SE,Convenience Store,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.371704,33.742877,Grant Park,W,1,Part II,,793e6209-ce46-424b-a37b-562f3a072c00,-84.371704,33.7428770000001
351521,232831181,10/10/2023 7:36:41 PM,10/10/2023 6:48:00 PM,10/10/2023 7:30:00 PM,Tuesday,3,3,312,231 GLENROSE CIR SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.39621,33.670618,Glenrose Heights,Z,12,Part II,1,154829a2-12c7-40ff-af77-64545a32e7e7,-84.3962099999999,33.670618
351525,232831217,10/10/2023 7:44:54 PM,10/10/2023 4:00:00 PM,10/10/2023 6:30:00 PM,Tuesday,3,2,211,2625 PIEDMONT RD NE,Shopping Mall,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.365322,33.827416,Lindbergh/Morosgo,B,7,Part I,1,49f65465-b418-4d54-b318-eefa50d085eb,-84.3653219999999,33.827416
351528,232831039,10/10/2023 8:05:30 PM,10/10/2023 5:28:00 PM,10/10/2023 8:00:00 PM,Tuesday,3,1,110,1978 CARSON DR NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.452834,33.795553,West Highlands,G,9,Part I,,ad06ba46-938b-4660-b65e-49a6bf96d6e8,-84.4528339999999,33.795553
351540,232831114,10/10/2023 8:05:38 PM,10/10/2023 2:44:00 PM,10/10/2023 2:50:00 PM,Tuesday,3,6,602,200 N HIGHLAND AVE NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.360815,33.761721,Inman Park,N,2,Part II,,c4209c85-4961-499c-9683-1f22d7dc63fb,-84.3608149999999,33.7617210000001
351567,232831114,10/10/2023 8:05:38 PM,10/10/2023 2:44:00 PM,10/10/2023 2:50:00 PM,Tuesday,3,6,602,200 N HIGHLAND AVE NE,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.360815,33.761721,Inman Park,N,2,Part I,1,dc44d4c5-44b6-4747-9553-afd4ffb50fb0,-84.3608149999999,33.7617210000001
351526,232831160,10/10/2023 8:06:35 PM,10/10/2023 6:39:00 PM,10/10/2023 8:06:00 PM,Tuesday,3,6,603,552 PARKWAY DR NE,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.373352,33.769438,Old Fourth Ward,M,2,Part I,1,618c23b2-19c2-4ad8-a77b-7f72b7a0611f,-84.373352,33.769438
351527,232831335,10/10/2023 8:13:11 PM,7/22/2023 8:00:00 PM,7/22/2023 9:00:00 PM,Saturday,7,2,211,3137 PIEDMONT RD NE,Restaurant,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.370339,33.842725,Peachtree Park,B,7,Part II,,91ce371e-bd9d-430b-85ff-96453ae1ab2a,-84.3703389999999,33.842725
351523,232830797,10/10/2023 8:14:56 PM,10/10/2023 2:45:00 PM,10/10/2023 3:00:00 PM,Tuesday,3,4,406,2828 PEYTON CROSSING DR SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.480101,33.736347,,I,10,Part I,1,57160a66-7da9-4973-93ed-fe1b830b1845,-84.480101,33.736347
351522,232831283,10/10/2023 8:17:20 PM,10/10/2023 7:20:00 PM,10/10/2023 8:17:00 PM,Tuesday,3,6,606,MORELAND AVE SE & METROPOLITAN AVE SE,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.34924,33.74135,East Atlanta,W,5,Part II,1,e4e0e738-983e-400c-a1ec-9b46c062ac9f,-84.34924,33.7413500000001
351529,232831285,10/10/2023 8:17:35 PM,10/10/2023 7:46:00 PM,10/10/2023 7:46:00 PM,Tuesday,3,4,405,3050 MARTIN LUTHER KING JR DR SW,Parking/ Drop Lot/ Garage,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.485698,33.751766,Harland Terrace,I,10,Part II,,16c918b2-8024-49d9-866f-138f37cf1cb8,-84.485698,33.751766
351531,232831028,10/10/2023 8:26:25 PM,10/10/2023 5:20:00 PM,10/10/2023 5:30:00 PM,Tuesday,3,4,412,2841 GREENBRIAR PKWY,Convenience Store,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.543349,33.698581,,P,11,Part I,,f580b37d-a84e-438c-bf17-0cab335de5d3,-84.543349,33.698581
351537,232831110,10/10/2023 8:26:35 PM,10/10/2023 6:10:00 PM,10/10/2023 8:26:00 PM,Tuesday,3,4,407,3612 GINNIS CIR SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.511966,33.731341,Fairburn Mays,H,10,Part II,2,1cb9dd02-145b-47e1-bfaf-0db556185a64,-84.511966,33.731341
351539,232831221,10/10/2023 8:28:07 PM,10/10/2023 7:16:00 PM,10/10/2023 8:32:00 PM,Tuesday,3,5,510,80 JESSE HILL JR DR SE,Drug Store/ Doctor's Office/ Hospital,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.381982,33.751676,Downtown,M,5,Part II,1,ec8c8750-7604-45b9-9f06-f3c16bc2f7c6,-84.3819819999999,33.751676
351530,232831356,10/10/2023 8:34:14 PM,10/10/2023 8:23:00 PM,10/10/2023 8:33:00 PM,Tuesday,3,6,606,1153 WADE ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.349773,33.756093,Reynoldstown,N,5,Part II,,4ebeda9f-8cb3-48e0-8fed-3e8143192b10,-84.349773,33.7560930000001
351538,232831203,10/10/2023 8:42:56 PM,10/9/2023 3:45:00 PM,10/10/2023 12:17:00 AM,Monday,2,1,102,870 MAYSON TURNER RD NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.416631,33.755768,Vine City,L,3,Part I,1,e1247de2-aade-44ec-8dbe-34f55c815ef8,-84.4166309999999,33.755768
351556,232831151,10/10/2023 8:46:47 PM,10/8/2023 1:30:00 PM,10/10/2023 6:43:00 PM,Sunday,1,1,107,627 CHARLOTTE PL NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.450123,33.772046,Grove Park,J,9,Part I,1,6f42f613-76dc-4aaa-b087-891a9b094638,-84.450123,33.772046
351532,232831329,10/10/2023 8:47:45 PM,10/10/2023 8:08:00 PM,10/10/2023 8:47:00 PM,Tuesday,3,3,301,1217 METROPOLITAN PKWY SW,Highway/ Road/ Alley/ Street/ Sidewalk,120,Robbery,PROPERTY,N,,,Evening Watch,-84.408394,33.721736,Adair Park,V,12,Part I,2,7579b4b5-a05f-4f4d-91a4-e9bda6e4bd78,-84.408394,33.7217360000001
351533,232810393,10/10/2023 9:08:43 PM,10/8/2023 8:17:00 AM,10/8/2023 8:45:00 AM,Sunday,1,1,108,194 HOWARD ST NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.453016,33.752293,Penelope Neighbors,J,3,Part II,1,876497e5-138d-4a0e-b373-6ce14c3dec4d,-84.4530159999999,33.7522930000001
351541,232811517,10/10/2023 9:09:49 PM,10/8/2023 10:30:00 PM,10/9/2023 12:54:00 AM,Sunday,1,5,504,935 MARIETTA ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.408411,33.777983,Marietta Street Artery,E,3,Part I,1,bcc8dc5e-325a-46e6-a80a-a68601beda5e,-84.4084109999999,33.7779830000001
351534,232830956,10/10/2023 9:14:39 PM,10/9/2023 11:00:00 PM,10/10/2023 4:00:00 PM,Monday,2,4,409,1541 HARBIN RD SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.483791,33.713737,Southwest,R,11,Part I,1,dc10e9af-a3ff-4c63-a355-c9f653d6a755,-84.4837909999999,33.713737
351545,232831292,10/10/2023 9:31:39 PM,10/10/2023 7:30:00 PM,10/10/2023 7:35:00 PM,Tuesday,3,4,408,1531 CAMPBELLTON RD SW,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.43863,33.713271,Venetian Hills,S,12,Part I,,9e4bb4f7-3c02-43d3-9ab7-ddc3a9678d93,-84.43863,33.7132710000001
351542,232831105,10/10/2023 9:33:44 PM,10/10/2023 4:28:00 PM,10/10/2023 4:30:00 PM,Tuesday,3,5,504,850 NORTHSIDE DR NW,Department/ Discount/ Store,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.407725,33.77807,Marietta Street Artery,E,3,Part II,,a98a2567-b69b-49c3-97f7-6bdef579080f,-84.407725,33.7780700000001
351543,232831461,10/10/2023 9:50:18 PM,10/10/2023 9:07:00 PM,10/10/2023 9:50:00 PM,Tuesday,3,6,603,640 GLEN IRIS DR NE,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.368896,33.772187,Old Fourth Ward,M,2,Part I,1,076f8eda-6432-407d-b8e0-1ad4dee453d5,-84.3688959999999,33.772187
351544,232831507,10/10/2023 9:57:15 PM,10/10/2023 4:33:00 AM,10/10/2023 9:30:00 PM,Tuesday,3,2,210,2572 LENOX RD NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.353653,33.824483,Pine Hills,B,6,Part II,1,9f958751-ccd0-4170-b7aa-add1ad1f4c15,-84.353653,33.824483
351547,232831530,10/10/2023 10:20:12 PM,10/10/2023 9:38:00 PM,10/10/2023 9:50:00 PM,Tuesday,3,4,411,2841 GREENBRIAR PKWY SW,Other/Unknown,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.493282,33.688452,Greenbriar,R,11,Part II,1,8ab10a0d-e28d-458e-833c-b4eeb50685ff,-84.493282,33.688452
351548,232831357,10/10/2023 10:26:54 PM,10/6/2023 9:00:00 PM,10/10/2023 8:24:00 PM,Friday,6,5,503,955 SPRING ST NW,Parking/ Drop Lot/ Garage,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.388664,33.780835,Midtown,E,2,Part I,1,f7be695e-4c83-41fd-b8fb-f4e5b0375c53,-84.3886639999999,33.780835
351553,232831055,10/10/2023 10:28:13 PM,10/9/2023 11:35:00 PM,10/10/2023 5:37:00 PM,Monday,2,2,201,4075 PACES FERRY RD NW,Other/Unknown,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.451658,33.860995,Paces,A,8,Part I,,61ea89b6-9e63-4f0a-9714-a9891ab350e1,-84.451658,33.8609950000001
351550,232831562,10/10/2023 10:33:26 PM,10/10/2023 9:49:00 PM,10/10/2023 10:33:00 PM,Tuesday,3,5,504,469 MARIETTA ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,Y,,,Evening Watch,-84.396691,33.76564,Downtown,M,4,Part II,,7457e881-9eca-430d-b619-1dab712a7450,-84.396691,33.7656400000001
351551,232831562,10/10/2023 10:33:26 PM,10/10/2023 9:49:00 PM,10/10/2023 10:33:00 PM,Tuesday,3,5,504,469 MARIETTA ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,520,Weapon Law Violations,SOCIETY,Y,,,Evening Watch,-84.396691,33.76564,Downtown,M,4,Part II,,2bb82f10-eed9-42b6-96e8-59e4da4eba23,-84.396691,33.7656400000001
351555,232831588,10/10/2023 10:36:35 PM,10/10/2023 10:00:00 PM,10/10/2023 10:13:00 PM,Tuesday,3,1,111,BROWNLEE RD NW / MARTIN L KING JR DR NW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.500156,33.755703,Adamsville,H,10,Part II,,575411c8-0372-4849-a8f4-503ad00c9fc1,-84.5001559999999,33.755703
351552,232831646,10/10/2023 10:36:47 PM,10/10/2023 4:00:00 AM,10/10/2023 5:00:00 AM,Tuesday,3,2,208,3315 ROSWELL RD NE,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.38033,33.845682,Buckhead Forest,B,7,Part II,1,f5fc8f72-ae8a-4572-a0b5-c18fd8c4ccef,-84.38033,33.8456820000001
351561,232831073,10/10/2023 10:41:35 PM,10/10/2023 5:46:00 PM,10/10/2023 10:01:00 PM,Tuesday,3,4,403,1188 CHATHAM AVE SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.442819,33.722837,Cascade Avenue/Road,S,4,Part I,1,ab7b4150-c913-4fb3-8371-5ffbc27c84d0,-84.442819,33.722837
351554,232831574,10/10/2023 11:00:02 PM,10/10/2023 9:54:00 PM,10/10/2023 11:00:00 PM,Tuesday,3,4,411,2712 CHERRY LAUREL LN SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.479345,33.694956,Greenbriar,R,11,Part I,1,c6d2b130-e7d5-4450-ad2c-18ffeacffccc,-84.479345,33.694956
351549,232831623,10/10/2023 11:06:12 PM,10/10/2023 11:11:00 PM,10/10/2023 11:11:00 PM,Tuesday,3,2,208,1 BUCKHEAD LOOP NE,Other/Unknown,120,Robbery,PROPERTY,Y,,,Evening Watch,-84.372064,33.850044,North Buckhead,B,7,Part I,1,1b18202c-9893-43df-9b1e-d039d19ed81b,-84.372064,33.850044
351557,232831278,10/10/2023 11:31:03 PM,10/10/2023 7:43:00 PM,10/10/2023 8:00:00 PM,Tuesday,3,2,211,3000 PEACHTREE DR NE,Highway/ Road/ Alley/ Street/ Sidewalk,520,Weapon Law Violations,SOCIETY,Y,,,Evening Watch,-84.368252,33.837615,Peachtree Park,B,7,Part II,,9f7a8351-b158-44e6-ae80-c7a95473449c,-84.368252,33.837615
351558,232821496,10/10/2023 11:33:40 PM,10/6/2023 3:00:00 PM,10/9/2023 12:19:00 PM,Friday,6,2,201,3201 DOWNWOOD CIR NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.42601,33.841337,,C,8,Part I,2,64d04e1c-f177-454b-b30b-013c8eb1ec9d,-84.42601,33.8413370000001
351560,232831764,10/10/2023 11:47:16 PM,10/10/2023 11:10:00 PM,10/10/2023 11:29:00 PM,Tuesday,3,5,503,PEACHTREE PL NW / SPRING ST NW,Grocery/ Supermarket,23D,Theft From Building,PROPERTY,N,,,Evening Watch,-84.388997,33.780562,Midtown,E,2,Part I,1,91472ebe-9f62-4de7-96f4-e3881bacb08a,-84.388997,33.780562
351562,232830974,10/10/2023 11:50:11 PM,7/20/2023 11:40:00 PM,7/21/2023 12:00:00 AM,Thursday,5,5,504,950 MARIETTA ST NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.408215,33.776821,Marietta Street Artery,E,3,Part I,1,f8e09be2-b6ff-4ce1-bfd6-fca65540b44a,-84.408215,33.776821
351559,232831735,10/10/2023 11:53:23 PM,10/10/2023 2:00:00 PM,10/10/2023 11:54:00 PM,Tuesday,3,5,507,479 STONEWALL ST SW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.403198,33.749836,Castleberry Hill,M,3,Part II,1,74e9ca9b-43ee-4e6d-8f7c-49c245bdac33,-84.403198,33.7498360000001
351564,232831376,10/11/2023 12:43:52 AM,8/2/2023 12:00:00 PM,8/31/2023 4:00:00 PM,Wednesday,4,2,207,20 STANDISH AVE NW,Residence/ Home / Apartment / Condo,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Day Watch,-84.394335,33.798573,Brookwood,E,8,Part II,1,3bb4b9bc-8a17-426f-9cfb-0309da6e0e56,-84.394335,33.798573
351563,232831432,10/11/2023 12:50:46 AM,10/5/2023 1:00:00 PM,10/7/2023 11:30:00 PM,Thursday,5,1,102,794 LIBERTY COMMONS DR NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.414638,33.755891,Vine City,L,3,Part II,1,747faa8c-6549-4b49-aa7e-dbdecce69a4f,-84.414638,33.7558910000001
351565,232831602,10/11/2023 12:55:44 AM,10/10/2023 10:08:00 PM,10/10/2023 11:00:00 PM,Tuesday,3,4,406,3102 MARTIN LUTHER KING JR DR SW,Service/ Gas Station,35B,Drug Equipment Violations,SOCIETY,N,,,Evening Watch,-84.488306,33.751025,,I,10,Part II,,43661010-6570-4cc0-8305-a86b1a08cd5f,-84.488306,33.751025
351568,232831640,10/11/2023 1:01:00 AM,9/9/2023 10:25:00 PM,10/15/2023 4:00:00 AM,Saturday,7,4,403,1130 GRAYMONT DR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.436249,33.724421,Oakland City,S,4,Part I,1,5439ed19-79fa-4ce3-9830-f284151eaf74,-84.436249,33.7244210000001
351566,232831897,10/11/2023 1:22:30 AM,10/11/2023 12:55:00 AM,10/11/2023 1:22:00 AM,Tuesday,3,1,111,3003 MIDDLETON RD NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.488036,33.753015,,I,10,Part II,1,00732de7-2d70-461c-84e7-6aa46ec12118,-84.488036,33.7530150000001
351570,232831680,10/11/2023 1:31:29 AM,10/10/2023 4:00:00 PM,10/10/2023 11:00:00 PM,Tuesday,3,2,207,2140 PEACHTREE RD NW,Park/ Playground,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.392617,33.812966,,C,8,Part I,1,e64c8e37-12ec-4f1a-90b3-d5f773644d4e,-84.392617,33.8129660000001
351573,232831717,10/11/2023 1:32:44 AM,10/10/2023 11:08:00 PM,10/11/2023 1:33:00 AM,Tuesday,3,4,406,3366 ARDLEY RD SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.498545,33.728504,Green Acres Valley,I,10,Part II,1,b56e5d6e-7183-4c8e-92cf-cb253d19045e,-84.498545,33.728504
